unique_id,ds,y,unit_price
12 MACARON,2022-09-06,0.0,10.0
12 MACARON,2022-09-07,10.0,10.0
12 MACARON,2022-09-08,10.0,10.0
12 MACARON,2022-09-09,0.0,10.0
12 MACARON,2022-09-10,10.0,10.0
12 MACARON,2022-09-11,10.0,10.0
12 MACARON,2022-09-12,0.0,10.0
12 MACARON,2022-09-13,0.0,10.0
12 MACARON,2022-09-14,0.0,10.0
12 MACARON,2022-09-15,10.0,10.0
12 MACARON,2022-09-16,0.0,10.0
12 MACARON,2022-09-17,0.0,10.0
12 MACARON,2022-09-18,0.0,10.0
12 MACARON,2022-09-19,0.0,10.0
12 MACARON,2022-09-20,0.0,10.0
12 MACARON,2022-09-21,0.0,10.0
12 MACARON,2022-09-22,0.0,10.0
12 MACARON,2022-09-23,0.0,10.0
12 MACARON,2022-09-24,10.0,10.0
12 MACARON,2022-09-25,0.0,10.0
12 MACARON,2022-09-26,0.0,10.0
12 MACARON,2022-09-27,0.0,10.0
12 MACARON,2022-09-28,10.0,10.0
ARMORICAIN,2022-07-17,2.5,2.5
ARMORICAIN,2022-07-18,0.0,2.5
ARMORICAIN,2022-07-19,0.0,2.5
ARMORICAIN,2022-07-20,0.0,2.5
ARMORICAIN,2022-07-21,5.0,2.5
ARTICLE 295,2021-11-08,0.0,0.0
BAGUETTE,2021-01-02,41.4,0.9
BAGUETTE,2021-01-03,31.5,0.9
BAGUETTE,2021-01-04,27.0,0.9
BAGUETTE,2021-01-05,26.1,0.9
BAGUETTE,2021-01-06,0.0,0.9
BAGUETTE,2021-01-07,25.2,0.9
BAGUETTE,2021-01-08,15.3,0.9
BAGUETTE,2021-01-09,22.5,0.9
BAGUETTE,2021-01-10,32.4,0.9
BAGUETTE,2021-01-11,27.900000000000002,0.9
BAGUETTE,2021-01-12,26.1,0.9
BAGUETTE,2021-01-13,0.0,0.9
BAGUETTE,2021-01-14,21.6,0.9
BAGUETTE,2021-01-15,17.1,0.9
BAGUETTE,2021-01-16,25.2,0.9
BAGUETTE,2021-01-17,33.300000000000004,0.9
BAGUETTE,2021-01-18,24.3,0.9
BAGUETTE,2021-01-19,18.0,0.9
BAGUETTE,2021-01-20,0.0,0.9
BAGUETTE,2021-01-21,19.8,0.9
BAGUETTE,2021-01-22,25.2,0.9
BAGUETTE,2021-01-23,25.200000000000003,0.9
BAGUETTE,2021-01-24,31.5,0.9
BAGUETTE,2021-01-25,21.6,0.9
BAGUETTE,2021-01-26,30.6,0.9
BAGUETTE,2021-01-27,0.0,0.9
BAGUETTE,2021-01-28,16.2,0.9
BAGUETTE,2021-01-29,24.3,0.9
BAGUETTE,2021-01-30,30.6,0.9
BAGUETTE,2021-01-31,27.0,0.9
BAGUETTE,2021-02-01,13.5,0.9
BAGUETTE,2021-02-02,21.6,0.9
BAGUETTE,2021-02-03,0.0,0.9
BAGUETTE,2021-02-04,23.400000000000002,0.9
BAGUETTE,2021-02-05,27.0,0.9
BAGUETTE,2021-02-06,18.0,0.9
BAGUETTE,2021-02-07,27.0,0.9
BAGUETTE,2021-02-08,19.8,0.9
BAGUETTE,2021-02-09,27.0,0.9
BAGUETTE,2021-02-10,0.0,0.9
BAGUETTE,2021-02-11,15.3,0.9
BAGUETTE,2021-02-12,16.2,0.9
BAGUETTE,2021-02-13,24.3,0.9
BAGUETTE,2021-02-14,45.0,0.9
BAGUETTE,2021-02-15,22.5,0.9
BAGUETTE,2021-02-16,19.8,0.9
BAGUETTE,2021-02-17,0.0,0.9
BAGUETTE,2021-02-18,29.700000000000003,0.9
BAGUETTE,2021-02-19,25.2,0.9
BAGUETTE,2021-02-20,25.2,0.9
BAGUETTE,2021-02-21,48.6,0.9
BAGUETTE,2021-02-22,44.1,0.9
BAGUETTE,2021-02-23,27.900000000000002,0.9
BAGUETTE,2021-02-24,0.0,0.9
BAGUETTE,2021-02-25,32.4,0.9
BAGUETTE,2021-02-26,27.900000000000002,0.9
BAGUETTE,2021-02-27,47.7,0.9
BAGUETTE,2021-02-28,67.5,0.9
BAGUETTE,2021-03-01,32.4,0.9
BAGUETTE,2021-03-02,27.900000000000002,0.9
BAGUETTE,2021-03-03,0.0,0.9
BAGUETTE,2021-03-04,33.300000000000004,0.9
BAGUETTE,2021-03-05,39.6,0.9
BAGUETTE,2021-03-06,43.2,0.9
BAGUETTE,2021-03-07,44.1,0.9
BAGUETTE,2021-03-08,18.9,0.9
BAGUETTE,2021-03-09,32.4,0.9
BAGUETTE,2021-03-10,0.0,0.9
BAGUETTE,2021-03-11,20.7,0.9
BAGUETTE,2021-03-12,31.5,0.9
BAGUETTE,2021-03-13,31.5,0.9
BAGUETTE,2021-03-14,43.2,0.9
BAGUETTE,2021-03-15,26.1,0.9
BAGUETTE,2021-03-16,23.4,0.9
BAGUETTE,2021-03-17,0.0,0.9
BAGUETTE,2021-03-18,15.3,0.9
BAGUETTE,2021-03-19,25.2,0.9
BAGUETTE,2021-03-20,36.9,0.9
BAGUETTE,2021-03-21,34.2,0.9
BAGUETTE,2021-03-22,21.6,0.9
BAGUETTE,2021-03-23,20.7,0.9
BAGUETTE,2021-03-24,0.0,0.9
BAGUETTE,2021-03-25,22.5,0.9
BAGUETTE,2021-03-26,30.6,0.9
BAGUETTE,2021-03-27,35.1,0.9
BAGUETTE,2021-03-28,44.1,0.9
BAGUETTE,2021-03-29,40.5,0.9
BAGUETTE,2021-03-30,27.0,0.9
BAGUETTE,2021-03-31,0.0,0.9
BAGUETTE,2021-04-01,26.1,0.9
BAGUETTE,2021-04-02,31.5,0.9
BAGUETTE,2021-04-03,32.4,0.9
BAGUETTE,2021-04-04,81.9,0.9
BAGUETTE,2021-04-05,39.6,0.9
BAGUETTE,2021-04-06,26.1,0.9
BAGUETTE,2021-04-07,0.0,0.9
BAGUETTE,2021-04-08,27.900000000000002,0.9
BAGUETTE,2021-04-09,23.4,0.9
BAGUETTE,2021-04-10,28.8,0.9
BAGUETTE,2021-04-11,47.7,0.9
BAGUETTE,2021-04-12,27.900000000000002,0.9
BAGUETTE,2021-04-13,26.1,0.9
BAGUETTE,2021-04-14,14.4,0.9
BAGUETTE,2021-04-15,21.6,0.9
BAGUETTE,2021-04-16,31.5,0.9
BAGUETTE,2021-04-17,29.7,0.9
BAGUETTE,2021-04-18,36.9,0.9
BAGUETTE,2021-04-19,24.3,0.9
BAGUETTE,2021-04-20,26.1,0.9
BAGUETTE,2021-04-21,22.5,0.9
BAGUETTE,2021-04-22,27.0,0.9
BAGUETTE,2021-04-23,30.6,0.9
BAGUETTE,2021-04-24,36.9,0.9
BAGUETTE,2021-04-25,47.7,0.9
BAGUETTE,2021-04-26,23.400000000000002,0.9
BAGUETTE,2021-04-27,28.8,0.9
BAGUETTE,2021-04-28,20.7,0.9
BAGUETTE,2021-04-29,25.2,0.9
BAGUETTE,2021-04-30,22.5,0.9
BAGUETTE,2021-05-01,27.900000000000002,0.9
BAGUETTE,2021-05-02,43.2,0.9
BAGUETTE,2021-05-03,26.1,0.9
BAGUETTE,2021-05-04,23.400000000000002,0.9
BAGUETTE,2021-05-05,27.0,0.9
BAGUETTE,2021-05-06,19.8,0.9
BAGUETTE,2021-05-07,26.1,0.9
BAGUETTE,2021-05-08,46.8,0.9
BAGUETTE,2021-05-09,40.5,0.9
BAGUETTE,2021-05-10,23.400000000000002,0.9
BAGUETTE,2021-05-11,35.1,0.9
BAGUETTE,2021-05-12,36.9,0.9
BAGUETTE,2021-05-13,51.300000000000004,0.9
BAGUETTE,2021-05-14,58.5,0.9
BAGUETTE,2021-05-15,74.7,0.9
BAGUETTE,2021-05-16,65.7,0.9
BAGUETTE,2021-05-17,0.0,0.9
BAGUETTE,2021-05-18,0.0,0.9
BAGUETTE,2021-05-19,0.0,0.9
BAGUETTE,2021-05-20,0.0,0.9
BAGUETTE,2021-05-21,19.8,0.9
BAGUETTE,2021-05-22,39.6,0.9
BAGUETTE,2021-05-23,61.2,0.9
BAGUETTE,2021-05-24,45.900000000000006,0.9
BAGUETTE,2021-05-25,33.3,0.9
BAGUETTE,2021-05-26,17.1,0.9
BAGUETTE,2021-05-27,28.8,0.9
BAGUETTE,2021-05-28,17.1,0.9
BAGUETTE,2021-05-29,45.0,0.9
BAGUETTE,2021-05-30,49.5,0.9
BAGUETTE,2021-05-31,24.3,0.9
BAGUETTE,2021-06-01,26.1,0.9
BAGUETTE,2021-06-02,18.0,0.9
BAGUETTE,2021-06-03,17.1,0.9
BAGUETTE,2021-06-04,27.900000000000002,0.9
BAGUETTE,2021-06-05,63.0,0.9
BAGUETTE,2021-06-06,70.2,0.9
BAGUETTE,2021-06-07,25.2,0.9
BAGUETTE,2021-06-08,26.1,0.9
BAGUETTE,2021-06-09,21.6,0.9
BAGUETTE,2021-06-10,26.1,0.9
BAGUETTE,2021-06-11,19.8,0.9
BAGUETTE,2021-06-12,36.0,0.9
BAGUETTE,2021-06-13,48.6,0.9
BAGUETTE,2021-06-14,35.1,0.9
BAGUETTE,2021-06-15,17.1,0.9
BAGUETTE,2021-06-16,19.8,0.9
BAGUETTE,2021-06-17,25.2,0.9
BAGUETTE,2021-06-18,23.400000000000002,0.9
BAGUETTE,2021-06-19,45.0,0.9
BAGUETTE,2021-06-20,54.0,0.9
BAGUETTE,2021-06-21,34.2,0.9
BAGUETTE,2021-06-22,31.5,0.9
BAGUETTE,2021-06-23,19.8,0.9
BAGUETTE,2021-06-24,30.6,0.9
BAGUETTE,2021-06-25,20.7,0.9
BAGUETTE,2021-06-26,45.0,0.9
BAGUETTE,2021-06-27,45.9,0.9
BAGUETTE,2021-06-28,16.2,0.9
BAGUETTE,2021-06-29,24.3,0.9
BAGUETTE,2021-06-30,18.900000000000002,0.9
BAGUETTE,2021-07-01,24.3,0.9
BAGUETTE,2021-07-02,18.900000000000002,0.9
BAGUETTE,2021-07-03,31.5,0.9
BAGUETTE,2021-07-04,52.2,0.9
BAGUETTE,2021-07-05,30.6,0.9
BAGUETTE,2021-07-06,33.300000000000004,0.9
BAGUETTE,2021-07-07,36.0,0.9
BAGUETTE,2021-07-08,29.7,0.9
BAGUETTE,2021-07-09,32.4,0.9
BAGUETTE,2021-07-10,32.4,0.9
BAGUETTE,2021-07-11,67.5,0.9
BAGUETTE,2021-07-12,44.1,0.9
BAGUETTE,2021-07-13,45.0,0.9
BAGUETTE,2021-07-14,56.7,0.9
BAGUETTE,2021-07-15,44.1,0.9
BAGUETTE,2021-07-16,55.800000000000004,0.9
BAGUETTE,2021-07-17,49.5,0.9
BAGUETTE,2021-07-18,94.5,0.9
BAGUETTE,2021-07-19,37.800000000000004,0.9
BAGUETTE,2021-07-20,50.4,0.9
BAGUETTE,2021-07-21,49.5,0.9
BAGUETTE,2021-07-22,55.800000000000004,0.9
BAGUETTE,2021-07-23,50.4,0.9
BAGUETTE,2021-07-24,53.1,0.9
BAGUETTE,2021-07-25,80.10000000000001,0.9
BAGUETTE,2021-07-26,50.4,0.9
BAGUETTE,2021-07-27,35.1,0.9
BAGUETTE,2021-07-28,43.2,0.9
BAGUETTE,2021-07-29,50.4,0.9
BAGUETTE,2021-07-30,56.7,0.9
BAGUETTE,2021-07-31,45.0,0.9
BAGUETTE,2021-08-01,70.2,0.9
BAGUETTE,2021-08-02,62.1,0.9
BAGUETTE,2021-08-03,75.60000000000001,0.9
BAGUETTE,2021-08-04,51.300000000000004,0.9
BAGUETTE,2021-08-05,41.4,0.9
BAGUETTE,2021-08-06,45.9,0.9
BAGUETTE,2021-08-07,57.6,0.9
BAGUETTE,2021-08-08,79.2,0.9
BAGUETTE,2021-08-09,62.1,0.9
BAGUETTE,2021-08-10,52.2,0.9
BAGUETTE,2021-08-11,62.1,0.9
BAGUETTE,2021-08-12,72.0,0.9
BAGUETTE,2021-08-13,50.4,0.9
BAGUETTE,2021-08-14,57.6,0.9
BAGUETTE,2021-08-15,92.7,0.9
BAGUETTE,2021-08-16,47.7,0.9
BAGUETTE,2021-08-17,49.5,0.9
BAGUETTE,2021-08-18,49.5,0.9
BAGUETTE,2021-08-19,47.7,0.9
BAGUETTE,2021-08-20,49.5,0.9
BAGUETTE,2021-08-21,66.6,0.9
BAGUETTE,2021-08-22,61.2,0.9
BAGUETTE,2021-08-23,62.1,0.9
BAGUETTE,2021-08-24,72.9,0.9
BAGUETTE,2021-08-25,49.5,0.9
BAGUETTE,2021-08-26,58.5,0.9
BAGUETTE,2021-08-27,34.2,0.9
BAGUETTE,2021-08-28,58.5,0.9
BAGUETTE,2021-08-29,68.4,0.9
BAGUETTE,2021-08-30,29.700000000000003,0.9
BAGUETTE,2021-08-31,31.5,0.9
BAGUETTE,2021-09-01,29.700000000000003,0.9
BAGUETTE,2021-09-02,26.1,0.9
BAGUETTE,2021-09-03,32.4,0.9
BAGUETTE,2021-09-04,44.1,0.9
BAGUETTE,2021-09-05,68.4,0.9
BAGUETTE,2021-09-06,34.2,0.9
BAGUETTE,2021-09-07,42.300000000000004,0.9
BAGUETTE,2021-09-08,16.2,0.9
BAGUETTE,2021-09-09,35.1,0.9
BAGUETTE,2021-09-10,28.8,0.9
BAGUETTE,2021-09-11,60.300000000000004,0.9
BAGUETTE,2021-09-12,61.2,0.9
BAGUETTE,2021-09-13,42.300000000000004,0.9
BAGUETTE,2021-09-14,21.6,0.9
BAGUETTE,2021-09-15,21.6,0.9
BAGUETTE,2021-09-16,33.300000000000004,0.9
BAGUETTE,2021-09-17,26.1,0.9
BAGUETTE,2021-09-18,43.2,0.9
BAGUETTE,2021-09-19,35.1,0.9
BAGUETTE,2021-09-20,26.1,0.9
BAGUETTE,2021-09-21,21.6,0.9
BAGUETTE,2021-09-22,2.7,0.9
BAGUETTE,2021-09-23,24.3,0.9
BAGUETTE,2021-09-24,38.7,0.9
BAGUETTE,2021-09-25,37.8,0.9
BAGUETTE,2021-09-26,40.5,0.9
BAGUETTE,2021-09-27,21.6,0.9
BAGUETTE,2021-09-28,24.3,0.9
BAGUETTE,2021-09-29,15.3,0.9
BAGUETTE,2021-09-30,19.8,0.9
BAGUETTE,2021-10-01,24.3,0.9
BAGUETTE,2021-10-02,28.8,0.9
BAGUETTE,2021-10-03,36.9,0.9
BAGUETTE,2021-10-04,26.1,0.9
BAGUETTE,2021-10-05,21.6,0.9
BAGUETTE,2021-10-06,18.900000000000002,0.9
BAGUETTE,2021-10-07,29.700000000000003,0.9
BAGUETTE,2021-10-08,21.6,0.9
BAGUETTE,2021-10-09,39.6,0.9
BAGUETTE,2021-10-10,43.2,0.9
BAGUETTE,2021-10-11,25.2,0.9
BAGUETTE,2021-10-12,13.5,0.9
BAGUETTE,2021-10-13,9.9,0.9
BAGUETTE,2021-10-14,18.9,0.9
BAGUETTE,2021-10-15,16.2,0.9
BAGUETTE,2021-10-16,24.3,0.9
BAGUETTE,2021-10-17,44.1,0.9
BAGUETTE,2021-10-18,25.2,0.9
BAGUETTE,2021-10-19,17.1,0.9
BAGUETTE,2021-10-20,12.6,0.9
BAGUETTE,2021-10-21,29.7,0.9
BAGUETTE,2021-10-22,27.900000000000002,0.9
BAGUETTE,2021-10-23,43.2,0.9
BAGUETTE,2021-10-24,48.6,0.9
BAGUETTE,2021-10-25,36.0,0.9
BAGUETTE,2021-10-26,34.2,0.9
BAGUETTE,2021-10-27,20.7,0.9
BAGUETTE,2021-10-28,21.6,0.9
BAGUETTE,2021-10-29,34.2,0.9
BAGUETTE,2021-10-30,41.4,0.9
BAGUETTE,2021-10-31,49.5,0.9
BAGUETTE,2021-11-01,27.900000000000002,0.9
BAGUETTE,2021-11-02,24.3,0.9
BAGUETTE,2021-11-03,42.300000000000004,0.9
BAGUETTE,2021-11-04,22.5,0.9
BAGUETTE,2021-11-05,29.7,0.9
BAGUETTE,2021-11-06,24.3,0.9
BAGUETTE,2021-11-07,27.900000000000002,0.9
BAGUETTE,2021-11-08,55.800000000000004,0.9
BAGUETTE,2021-11-09,38.7,0.9
BAGUETTE,2021-11-10,15.3,0.9
BAGUETTE,2021-11-11,27.0,0.9
BAGUETTE,2021-11-12,14.4,0.9
BAGUETTE,2021-11-13,22.5,0.9
BAGUETTE,2021-11-14,34.2,0.9
BAGUETTE,2021-11-15,24.3,0.9
BAGUETTE,2021-11-16,14.4,0.9
BAGUETTE,2021-11-17,0.0,0.9
BAGUETTE,2021-11-18,18.0,0.9
BAGUETTE,2021-11-19,23.400000000000002,0.9
BAGUETTE,2021-11-20,34.2,0.9
BAGUETTE,2021-11-21,32.4,0.9
BAGUETTE,2021-11-22,12.6,0.9
BAGUETTE,2021-11-23,20.7,0.9
BAGUETTE,2021-11-24,0.0,0.9
BAGUETTE,2021-11-25,22.5,0.9
BAGUETTE,2021-11-26,16.2,0.9
BAGUETTE,2021-11-27,31.5,0.9
BAGUETTE,2021-11-28,40.5,0.9
BAGUETTE,2021-11-29,25.2,0.9
BAGUETTE,2021-11-30,18.900000000000002,0.9
BAGUETTE,2021-12-01,0.0,0.9
BAGUETTE,2021-12-02,14.4,0.9
BAGUETTE,2021-12-03,24.3,0.9
BAGUETTE,2021-12-04,18.0,0.9
BAGUETTE,2021-12-05,36.0,0.9
BAGUETTE,2021-12-06,0.0,0.9
BAGUETTE,2021-12-07,0.0,0.9
BAGUETTE,2021-12-08,0.0,0.9
BAGUETTE,2021-12-09,18.9,0.9
BAGUETTE,2021-12-10,16.2,0.9
BAGUETTE,2021-12-11,29.7,0.9
BAGUETTE,2021-12-12,29.7,0.9
BAGUETTE,2021-12-13,17.1,0.9
BAGUETTE,2021-12-14,16.2,0.9
BAGUETTE,2021-12-15,0.0,0.9
BAGUETTE,2021-12-16,17.1,0.9
BAGUETTE,2021-12-17,27.0,0.9
BAGUETTE,2021-12-18,32.4,0.9
BAGUETTE,2021-12-19,31.5,0.9
BAGUETTE,2021-12-20,23.400000000000002,0.9
BAGUETTE,2021-12-21,24.3,0.9
BAGUETTE,2021-12-22,16.2,0.9
BAGUETTE,2021-12-23,26.1,0.9
BAGUETTE,2021-12-24,32.4,0.9
BAGUETTE,2021-12-25,28.8,0.9
BAGUETTE,2021-12-26,28.8,0.9
BAGUETTE,2021-12-27,32.4,0.9
BAGUETTE,2021-12-28,36.9,0.9
BAGUETTE,2021-12-29,31.5,0.9
BAGUETTE,2021-12-30,26.1,0.9
BAGUETTE,2021-12-31,44.1,0.9
BAGUETTE,2022-01-01,0.0,0.9
BAGUETTE,2022-01-02,49.5,0.9
BAGUETTE,2022-01-03,13.5,0.9
BAGUETTE,2022-01-04,0.9,0.9
BAGUETTE,2022-01-05,0.0,0.9
BAGUETTE,2022-01-06,20.7,0.9
BAGUETTE,2022-01-07,12.6,0.9
BAGUETTE,2022-01-08,18.0,0.9
BAGUETTE,2022-01-09,24.3,0.9
BAGUETTE,2022-01-10,20.7,0.9
BAGUETTE,2022-01-11,14.4,0.9
BAGUETTE,2022-01-12,0.0,0.9
BAGUETTE,2022-01-13,13.5,0.9
BAGUETTE,2022-01-14,17.1,0.9
BAGUETTE,2022-01-15,24.3,0.9
BAGUETTE,2022-01-16,29.7,0.9
BAGUETTE,2022-01-17,17.1,0.9
BAGUETTE,2022-01-18,16.2,0.9
BAGUETTE,2022-01-19,0.0,0.9
BAGUETTE,2022-01-20,18.0,0.9
BAGUETTE,2022-01-21,20.7,0.9
BAGUETTE,2022-01-22,25.2,0.9
BAGUETTE,2022-01-23,45.9,0.9
BAGUETTE,2022-01-24,17.1,0.9
BAGUETTE,2022-01-25,21.6,0.9
BAGUETTE,2022-01-26,0.0,0.9
BAGUETTE,2022-01-27,25.2,0.9
BAGUETTE,2022-01-28,20.7,0.9
BAGUETTE,2022-01-29,21.6,0.9
BAGUETTE,2022-01-30,31.5,0.9
BAGUETTE,2022-01-31,15.3,0.9
BAGUETTE,2022-02-01,22.5,0.9
BAGUETTE,2022-02-02,0.0,0.9
BAGUETTE,2022-02-03,20.7,0.9
BAGUETTE,2022-02-04,18.900000000000002,0.9
BAGUETTE,2022-02-05,21.6,0.9
BAGUETTE,2022-02-06,49.5,0.9
BAGUETTE,2022-02-07,25.65,0.95
BAGUETTE,2022-02-08,28.5,0.95
BAGUETTE,2022-02-09,0.0,0.95
BAGUETTE,2022-02-10,22.799999999999997,0.95
BAGUETTE,2022-02-11,21.849999999999998,0.95
BAGUETTE,2022-02-12,19.95,0.95
BAGUETTE,2022-02-13,42.75,0.95
BAGUETTE,2022-02-14,26.599999999999998,0.95
BAGUETTE,2022-02-15,29.45,0.95
BAGUETTE,2022-02-16,0.0,0.95
BAGUETTE,2022-02-17,33.25,0.95
BAGUETTE,2022-02-18,37.05,0.95
BAGUETTE,2022-02-19,42.75,0.95
BAGUETTE,2022-02-20,40.849999999999994,0.95
BAGUETTE,2022-02-21,22.799999999999997,0.95
BAGUETTE,2022-02-22,29.45,0.95
BAGUETTE,2022-02-23,0.0,0.95
BAGUETTE,2022-02-24,29.45,0.95
BAGUETTE,2022-02-25,33.25,0.95
BAGUETTE,2022-02-26,36.1,0.95
BAGUETTE,2022-02-27,57.949999999999996,0.95
BAGUETTE,2022-02-28,21.849999999999998,0.95
BAGUETTE,2022-03-01,26.599999999999998,0.95
BAGUETTE,2022-03-02,9.5,0.95
BAGUETTE,2022-03-03,22.799999999999997,0.95
BAGUETTE,2022-03-04,24.7,0.95
BAGUETTE,2022-03-05,37.05,0.95
BAGUETTE,2022-03-06,44.65,0.95
BAGUETTE,2022-03-07,23.75,0.95
BAGUETTE,2022-03-08,23.75,0.95
BAGUETTE,2022-03-09,16.15,0.95
BAGUETTE,2022-03-10,18.049999999999997,0.95
BAGUETTE,2022-03-11,24.7,0.95
BAGUETTE,2022-03-12,25.65,0.95
BAGUETTE,2022-03-13,34.199999999999996,0.95
BAGUETTE,2022-03-14,22.799999999999997,0.95
BAGUETTE,2022-03-15,26.599999999999998,0.95
BAGUETTE,2022-03-16,19.0,0.95
BAGUETTE,2022-03-17,9.5,0.95
BAGUETTE,2022-03-18,16.15,0.95
BAGUETTE,2022-03-19,26.599999999999998,0.95
BAGUETTE,2022-03-20,30.4,0.95
BAGUETTE,2022-03-21,28.5,0.95
BAGUETTE,2022-03-22,16.15,0.95
BAGUETTE,2022-03-23,15.2,0.95
BAGUETTE,2022-03-24,11.399999999999999,0.95
BAGUETTE,2022-03-25,24.7,0.95
BAGUETTE,2022-03-26,30.4,0.95
BAGUETTE,2022-03-27,39.9,0.95
BAGUETTE,2022-03-28,21.849999999999998,0.95
BAGUETTE,2022-03-29,19.0,0.95
BAGUETTE,2022-03-30,14.25,0.95
BAGUETTE,2022-03-31,23.75,0.95
BAGUETTE,2022-04-01,27.549999999999997,0.95
BAGUETTE,2022-04-02,21.85,0.95
BAGUETTE,2022-04-03,30.4,0.95
BAGUETTE,2022-04-04,15.2,0.95
BAGUETTE,2022-04-05,14.25,0.95
BAGUETTE,2022-04-06,25.65,0.95
BAGUETTE,2022-04-07,13.299999999999999,0.95
BAGUETTE,2022-04-08,21.849999999999998,0.95
BAGUETTE,2022-04-09,34.199999999999996,0.95
BAGUETTE,2022-04-10,45.599999999999994,0.95
BAGUETTE,2022-04-11,32.3,0.95
BAGUETTE,2022-04-12,15.2,0.95
BAGUETTE,2022-04-13,34.199999999999996,0.95
BAGUETTE,2022-04-14,27.549999999999997,0.95
BAGUETTE,2022-04-15,36.099999999999994,0.95
BAGUETTE,2022-04-16,54.15,0.95
BAGUETTE,2022-04-17,34.199999999999996,0.95
BAGUETTE,2022-04-18,64.6,0.95
BAGUETTE,2022-04-19,26.599999999999998,0.95
BAGUETTE,2022-04-20,19.0,0.95
BAGUETTE,2022-04-21,44.65,0.95
BAGUETTE,2022-04-22,26.599999999999998,0.95
BAGUETTE,2022-04-23,30.4,0.95
BAGUETTE,2022-04-24,38.949999999999996,0.95
BAGUETTE,2022-04-25,22.799999999999997,0.95
BAGUETTE,2022-04-26,18.05,0.95
BAGUETTE,2022-04-27,18.05,0.95
BAGUETTE,2022-04-28,20.9,0.95
BAGUETTE,2022-04-29,23.75,0.95
BAGUETTE,2022-04-30,49.4,0.95
BAGUETTE,2022-05-01,60.8,0.95
BAGUETTE,2022-05-02,22.799999999999997,0.95
BAGUETTE,2022-05-03,20.9,0.95
BAGUETTE,2022-05-04,0.0,0.95
BAGUETTE,2022-05-05,16.15,0.95
BAGUETTE,2022-05-06,38.0,0.95
BAGUETTE,2022-05-07,33.25,0.95
BAGUETTE,2022-05-08,42.75,0.95
BAGUETTE,2022-05-09,19.95,0.95
BAGUETTE,2022-05-10,17.099999999999998,0.95
BAGUETTE,2022-05-11,25.65,0.95
BAGUETTE,2022-05-12,22.8,0.95
BAGUETTE,2022-05-13,20.9,0.95
BAGUETTE,2022-05-14,35.15,0.95
BAGUETTE,2022-05-15,47.5,0.95
BAGUETTE,2022-05-16,35.15,0.95
BAGUETTE,2022-05-17,21.849999999999998,0.95
BAGUETTE,2022-05-18,22.799999999999997,0.95
BAGUETTE,2022-05-19,18.05,0.95
BAGUETTE,2022-05-20,27.549999999999997,0.95
BAGUETTE,2022-05-21,43.699999999999996,0.95
BAGUETTE,2022-05-22,54.15,0.95
BAGUETTE,2022-05-23,26.599999999999998,0.95
BAGUETTE,2022-05-24,19.0,0.95
BAGUETTE,2022-05-25,29.45,0.95
BAGUETTE,2022-05-26,42.75,0.95
BAGUETTE,2022-05-27,60.8,0.95
BAGUETTE,2022-05-28,52.25,0.95
